BGT;6809;H=• N=• Z=• V=• C=•;Branch if Greater (N XOR V=0) (Signed);TEMP ← MI  !IFF Z ∩ [N ⊕ V] = 0 then PC' ← PC + TEMP!!Causes a branch if the N (negative) bit and V (overflow) bit are either both set or both clear and the Z (zero) bit is clear. In other words, branch if the sign of a valid twos complement result is, or would be, positive and not zero. When used after a subtract or compare operation on twos complement values, this instruction will branch if the register was greater than the memory operand.
BHI;6809;H=• N=• Z=• V=• C=•;Branch if Higher (Z=0 AND C=0) (Unsigned);TEMP ← MI  !IFF [C ∪ Z] = 0 then PC' ← PC + TEMP!!Causes a branch if the previous operation caused neither a carry nor a zero result. When used after a subtract or compare operation on unsigned binary values, this instruction will branch if the register was higher than the memory operand.!!Generally not useful after INC/DEC, LD/TST, and TST/CLR/COM instructions.
BHS;6809;H=• N=• Z=• V=• C=•;Branch if Higher or Same (C=0) (Unsigned);TEMP ← MI  !IFF C = 0 then PC' ← PC + TEMP!!Tests the state of the C (carry) bit and causes a branch if it is clear. When used after a subtract or compare on unsigned binary values, this instruction will branch if the register was higher than or the same as the memory operand.!!This is a duplicate assembly-language mnemonic for the single machine instruction BCC. Generally not useful after INC/DEC, LD/ST, and TST/CLR/COM instructions.
BLE;6809;H=• N=• Z=• V=• C=•;Branch if Less than or Equal to Zero (Z=1 or N XOR V=0) (Signed);TEMP ← MI  !IFF Z ∪ [N ⊕ V] = 0 then PC' ← PC + TEMP!!Causes a branch if the exclusive OR of the N (negative) and V (overflow) bits is 1 or if the Z (zero) bit is set. That is, branch if the sign of a valid twos complement result is, or would be, negative. When used after a subtract or compare operation on twos complement values, this instruction will branch if the register was less than or equal to the memory operand.
BLO;6809;H=• N=• Z=• V=• C=•;Branch if Lower (C=1) (Unsigned);TEMP ← MI  !IFF C = 1 then PC' ← PC + TEMP!!Tests the state of the (carry) bit and causes a branch if it is set. When used after a subtract or compare on unsigned binary values, this instruction will branch if the register was lower than the memory operand.!!This is a duplicate assembly-language mnemonic for the single machine instruction BCS. Generally not useful after INC/DEC.
BLS;6809;H=• N=• Z=• V=• C=•;Branch if Lower or Same (Z=1 or C=1) (Unsigned);TEMP ← MI  !IFF [C ∪ Z] = 1 then PC' ← PC + TEMP!!Causes a branch if the previous operation caused either a carry or a zero result. When used after a subtract or compare operation on unsigned binary values, this instruction will branch if the register was lower than or the same as the memory operand.!!Generally not useful after INC/DEC, LD/ST, and TST/CLR/COM instructions.
BLT;6809;H=• N=• Z=• V=• C=•;Branch if Less than Zero (N XOR V=1) (Signed);TEMP ← MI  !IFF [N ⊕ V] = 1 then PC' ← PC + TEMP!!Causes a branch if either, but not both, of the N (negative) or V (overflow) bits is set. That is, branch if the sign of a valid twos complement result is, or would be, negative. When used after a subtract or compare operation on twos complement binary values, this instruction will branch if the register was less than the memory operand.
BMI;6809;H=• N=• Z=• V=• C=•;Branch if Minus (N=1);TEMP ← MI  !IFF N = 1 then PC' ← PC + TEMP!!Tests the state of the N (negative) bit and causes a branch if set. That is, branch if the sign of the twos compiement result is negative.!!When used after an operation on signed binary values, this instruction will branch if the result is minus. It is generally preferred to use the BLT instruction after signed operations.
BNE;6809;H=• N=• Z=• V=• C=•;Branch Not Equal (Z=0);TEMP ← MI  !IFF Z = 0 then PC' ← PC + TEMP!!Tests the state of the Z (zero) bit and causes a branch if it is clear. When used after a subtract or compare operation on any binary values, this instruction will branch if the register is, or would be, not equal to the memory operand.
BPL;6809;H=• N=• Z=• V=• C=•;Branch if Plus (N=0);TEMP ← MI  !IFF N = 0 then PC' ← PC + TEMP!!Tests the state of the N (negative) bit and causes a branch if it is clear. That is, branch if the sign of the twos complement result is positive.!!When used after an operation on signed binary values, this instruction will branch if the result (possibly invalid) is positive. It is generally preferred to use the BGE instruction after signed operations.
BRA;6809;H=• N=• Z=• V=• C=•;Branch Always;TEMP ← MI  !PC' ← PC + TEMP!!Causes an unconditlonal branch.
BRN;6809;H=• N=• Z=• V=• C=•;Branch Never (NOP);TEMP ← MI!!Does not cause a branch. This instruction is essentially a no operation, but has a bit pattern logically related to branch always.
BSR;6809;H=• N=• Z=• V=• C=•;Branch to Subroutine;TEMP ← MI  !SP' ← SP-1, (SP) ← PCL  !SP' ← SP-1, (SP) ← PCH  !PC ← PC + TEMP!!The program counter is pushed onto the stack. The program counter is then loaded with the sum of the program counter and the offset.!!A return from subroutine (RTS) Instruction is used to reverse this process and must be the last instruction executed in a subroutine.
BVC;6809;H=• N=• Z=• V=• C=•;Branch if valid twos complement result (V=0);TEMP ← MI  !IFF V = 0 then PC' ← PC + TEMP!!Tests the state of the V (overflow) bit and causes a branch if it is clear. That is, branch if the twos complement result was valid. When used after an operation on twos complement binary values, this instruction will branch if there was no overflow.
BVS;6809;H=• N=• Z=• V=• C=•;Branch if invalid twos complement result (V=1);TEMP ← MI  !IFF V = 1 then PC' ← PC + TEMP!!Tests the state of the V (overflow) bit and causes a branch if it is set. That is, branch if the twos complement result was invalid. When used after an operation on twos complement binary values, this instruction will branch if there was an overflow.
BAND;6309;H=• N=• Z=• V=• C=•;Logical AND Register Bit with Memory Bit into Register Bit;R.d' ← R.d ∩ DPM.s!!Logical AND bit s of the contents of direct addressed memory location DPM into bit d of the contents of register R.
BEOR;6309;H=• N=• Z=• V=• C=•;Logical EOR Register Bit with Memory Bit into Register Bit;R.d' ← R.d ⊕ DPM.s!!Exclusive OR bit s of the contents of direct addressed memory location DPM into bit d of the contents of register R.
BIAND;6309;H=• N=• Z=• V=• C=•;Logical AND Register Bit with Inverted Memory Bit into Register Bit;R.d' ← R.d ∩ not DPM.s!!Logically AND inverted bit s of the contents of direct addressed memory location DPM into bit d of the contents of register R.
BIEOR;6309;H=• N=• Z=• V=• C=•;Logical EOR Register Bit with Inverted Memory Bit into Register Bit;R.d' ← R.d ⊕ not DPM.s!!Exclusive OR inverted bit s of the contents of direct addressed memory location DPM into bit d of the contents of register R.
BIOR;6309;H=• N=• Z=• V=• C=•;Logical OR Register Bit with Inverted Memory Bit into Register Bit;R.d' ← R.d ∪ not DPM.s!!Locially OR inverted bit s of the contents of direct addressed memory location DPM into bit d of the contents of register R.
BITA;6809;H=• N=↕ Z=↕ V=0 C=•;Bit Test with A;TEMP ← R ∩ M!!Performs the logical AND of the contents of accumulator A and the contents of memory location M and modifies the condition codes accordingly. The contents of accumulator A and memory location M are not affected.
BITB;6809;H=• N=↕ Z=↕ V=0 C=•;Bit Test with B;TEMP ← R ∩ M!!Performs the logical AND of the contents of accumulator B and the contents of memory location M and modifies the condition codes accordingly. The contents of accumulator B and memory location M are not affected.
BITD;6309;H=• N=↕ Z=↕ V=0 C=•;Bit Test with D;TEMP ← R ∩ M!!Performs the logical AND of the contents of accumulator D and the contents of memory location M and modifies the condition codes accordingly. The contents of accumulator D and memory location M are not affected.
BITMD;6309;H=• N=• Z=↕ V=• C=•;Bit Test with MD;CC.Z ← (MD.IL ∩ I.6 = 0) ∩ (MD./0 ∩ I.7 = 0)  !MD.IL' ← MD.IL ∩ not I.6  !MD./0 ← MD.0 ∩ not I.7!!Performs the logical AND of the two most-significant bits of register MD and the immediate value and modifies the Z condition code accordingly. The bits of the contents of the register MD are cleared if the corresponding bit in the immediate value is 1.
BOR;6309;H=• N=• Z=• V=• C=•;Logical OR Register Bit with Memory Bit into Register Bit;R.d' ← R.d ∪ DPM.s!!Performs an logical OR operation between the bit d of the contents of register R and the bit s of the contents of direct addressed memory location DPM and the result is stored in bit d of the contents of register R.
CLR;6809;H=• N=0 Z=1 V=0 C=0;Clear Memory;TEMP ← M  !M ← $00!!The memory location is loaded with $00. Note that the EA is read during this operation.
CLRA;6809;H=• N=0 Z=1 V=0 C=0;Clear A;R ← $00!!Accumulator A is loaded with $00.
CLRB;6809;H=• N=0 Z=1 V=0 C=0;Clear B;R ← $00!!Accumulator B is loaded with $00.
CLRD;6309;H=• N=0 Z=1 V=0 C=0;Clear D;R ← $0000!!Accumulator D is loaded with $0000.
CLRE;6309;H=• N=0 Z=1 V=0 C=0;Clear E;R ← $00!!Accumulator E is loaded with $00.
CLRF;6309;H=• N=0 Z=1 V=0 C=0;Clear F;R ← $00!!Accumulator F is loaded with $00.
CLRW;6309;H=• N=0 Z=1 V=0 C=0;Clear W;R ← $0000!!Accumulator W is loaded with $0000.
CMPA;6809;H=? N=↕ Z=↕ V=↕ C=↕ — Value of half-carry flag is undefined;Compare Memory from A;TEMP ← R - M!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPB;6809;H=? N=↕ Z=↕ V=↕ C=↕ — Value of half-carry flag is undefined;Compare Memory from B;TEMP ← R - M!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPD;6809;H=• N=↕ Z=↕ V=↕ C=↕;Compare Memory from D;TEMP ← R - M:M+1!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPE;6309;H=? N=↕ Z=↕ V=↕ C=↕ — Value of half-carry flag is undefined;Compare Memory from E;TEMP ← R - M!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPF;6309;H=? N=↕ Z=↕ V=↕ C=↕ — Value of half-carry flag is undefined;Compare Memory from F;TEMP ← R - M!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPW;6309;H=• N=↕ Z=↕ V=↕ C=↕;Compare Memory from W;TEMP ← R - M:M+1!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPX;6809;H=• N=↕ Z=↕ V=↕ C=↕;Compare Memory from X;TEMP ← R - M:M+1!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPY;6809;H=• N=↕ Z=↕ V=↕ C=↕;Compare Memory from Y;TEMP ← R - M:M+1!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPR;6309;H=• N=↕ Z=↕ V=↕ C=↕;Compare Register from Register;TEMP ← R1 - R0!!Compares the contents of register R1 to the contents of the register R0 and sets the appropriate condition codes. Neither register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPS;6809;H=• N=↕ Z=↕ V=↕ C=↕;Compare Memory from S;TEMP ← R - M:M+1!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
CMPU;6809;H=• N=↕ Z=↕ V=↕ C=↕;Compare Memory from U;TEMP ← R - M:M+1!!Compares the contents of memory location to the contents of the specified register and sets the appropriate condition codes. Neither memory location M nor the specified register is modified. The carry flag represents a borrow and is set to the inverse of the resulting binary carry.
COM;6809;H=• N=↕ Z=↕ V=0 C=1;Complement Memory;M' ← 0 + M̅!!Replaces the contents of memory location M or accumulator A or B with its logical complement. When operating on unsigned values, only BEQ and BNE branches can be expected to behave properly following a COM instruction. When operating on twos complement values, all signed branches are available.
COMA;6809;H=• N=↕ Z=↕ V=0 C=1;Complement A;R' ← 0 + R̅!!Replaces the contents of memory location M or accumulator A or B with its logical complement. When operating on unsigned values, only BEQ and BNE branches can be expected to behave properly following a COM instruction. When operating on twos complement values, all signed branches are available.
COMB;6809;H=• N=↕ Z=↕ V=0 C=1;Complement B;R' ← 0 + R̅!!Replaces the contents of memory location M or accumulator A or B with its logical complement. When operating on unsigned values, only BEQ and BNE branches can be expected to behave properly following a COM instruction. When operating on twos complement values, all signed branches are available.
COMD;6309;H=• N=↕ Z=↕ V=0 C=1;Complement D;R' ← 0 + R̅!!Replaces the contents of memory location M or accumulator A or B with its logical complement. When operating on unsigned values, only BEQ and BNE branches can be expected to behave properly following a COM instruction. When operating on twos complement values, all signed branches are available.
COME;6309;H=• N=↕ Z=↕ V=0 C=1;Complement E;R' ← 0 + R̅!!Replaces the contents of memory location M or accumulator A or B with its logical complement. When operating on unsigned values, only BEQ and BNE branches can be expected to behave properly following a COM instruction. When operating on twos complement values, all signed branches are available.
COMF;6309;H=• N=↕ Z=↕ V=0 C=1;Complement F;R' ← 0 + R̅!!Replaces the contents of memory location M or accumulator A or B with its logical complement. When operating on unsigned values, only BEQ and BNE branches can be expected to behave properly following a COM instruction. When operating on twos complement values, all signed branches are available.
COMW;6309;H=• N=↕ Z=↕ V=0 C=1;Complement W;R' ← 0 + R̅!!Replaces the contents of memory location M or accumulator A or B with its logical complement. When operating on unsigned values, only BEQ and BNE branches can be expected to behave properly following a COM instruction. When operating on twos complement values, all signed branches are available.
CWAI;6809;Condition Codes set as a direct reseult of the instruction;Clear CC bit's and Wait for Interrupt;CCR' ← CCR ∩ IMM (Possibly clear masks)  !Set E (entire state saved)  !SP' ← SP-1, (SP) ← PCL  !SP ←  SP-1, (SP) ← PCH  !SP' ← SP-1, (SP) ← USL  !SP ← SP-1, (SP) ← USH  !SP ← SP-1, (SP) ← IYL  !SP' ← SP-1, (SP) ← IYH  !SP' ← SP-1, (SP) ← IXL  !SP' ← SP-1, (SP) ← IXH  !SP' ← SP-1, (SP) ← DPR  !SP' ← SP-1, (SP) ← ACCB  !SP' ← SP-1, (SP) ← ACCA  !SP' ← SP-1, (SP) ← CCR!!This instruction ANDs an immediate byte with the condition code register which may clear the interrupt mask bits I and F, stacks the entire machine state on the hardware stack and then looks for an interrupt. When a non-masked interrupt occurs, no further machine state information need be saved before vectoring to the interrupt handling routine. This instruction replaced the MC6800 CLI WAI sequence, but does not place the buses in a high-impedance state. A F̅I̅R̅Q̅ (fast interrupt request) may enter its interrupt handler with its entire machine state saved. The RTI (return from interrupt) instruction will automatically return the entire machine state after testing the E (entire) bit of the recovered condition code register.!!The following immediate values will have the following results:!!FF = enable neither  !EF = enable F̅R̅Q̅  !BF = enable F̅I̅R̅Q̅  !AF = enable both
DAA;6809;H=• N=↕ Z=↕ V=0 C=↕;Decimal Addition Adjust;ACCA' ← ACCA + CF(MSN):CF(LSN)  !where CF is a Correction Factor, as follows: the CF for each nibble (BCD) digit is determined separately, and is either 6 or 0.!!**Least Significant Nibble**!!| | |!| ---: | :---|!| CF(LSN) = 6 IFF |  1) C = 1 |!| or | 2) LSN>9 |!!**Most Significant Nibble**!!| | |!| ---: | :---|!| CF(MSN) = 6 IFF | 1) C = 1 |!| or | 2) MSN > 9 |!| or | 3) MSN > 8 *and* LSN > 9 |!!The sequence of a single-byte add instruction on accumulator A (either ADDA or ADCA) and a following decimal addition adjust instruction results in a BCD addition with an appropriate carry bit. Both values to be added must be in proper BCD form (each nibble such that: 0 < nibble < 9). Multiple-precision addition must add the carry generated by this decimal addition adjust into the next higher digit during the add operation (ADCA) immediately prior to the next decimal addition adjust.
DEC;6809;H=• N=↕ Z=↕ V=↕ C=•;Decrement;M' ← M - 1!!Subtract one from the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are available.
DECA;6809;H=• N=↕ Z=↕ V=↕ C=•;Decrement A;R' ← R - 1!!Subtract one from the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are available.
DECB;6809;H=• N=↕ Z=↕ V=↕ C=•;Decrement B;R' ← R - 1!!Subtract one from the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are available.
DECD;6309;H=• N=↕ Z=↕ V=↕ C=•;Decrement D;R' ← R - 1!!Subtract one from the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are available.
DECE;6309;H=• N=↕ Z=↕ V=↕ C=•;Decrement E;R' ← R - 1!!Subtract one from the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are available.
DECF;6309;H=• N=↕ Z=↕ V=↕ C=•;Decrement F;R' ← R - 1!!Subtract one from the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are available.
DECW;6309;H=• N=↕ Z=↕ V=↕ C=•;Decrement W;R' ← R - 1!!Subtract one from the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are available.
DIVD;6309;H=• N=↕ Z=↕ V=↕ C=↕;Signed Divide D by Memory;B' ← D ÷ M  !A' ← D mod M!!Divide the signed 16-bit contents of accumulator D (dividend) by the 8-bit contents of memory location M, place the 8-bit quotient into accumulator B and the 8-bit remainder in accumulator A. The sign of the remainder is always the same as the sign of the dividend unless the remainder is zero. If the contents of memory location M is zero, a Division-By-Zero exception is triggered (set bit 7 of the contents of the register MD, push the state onto the hardware stack, and jump to the illegal instruction vector).
DIVQ;6309;H=• N=↕ Z=↕ V=↕ C=↕;Signed Divide Q by Memory;W' ← Q ÷ M:M+1  !D' ← Q mod M:M+1!!Divide the signed 32-bit contents of accumulator Q (dividend) by the 16-bit contents of memory location M (divisor), place the 16-bit quotient into accumulator W and the 16-bit remainder in accumulator D. The sign of the remainder is always the same as the sign of the dividend unless the remainder is zero. If the contents of memory location M is zero, a Division-By-Zero exception is triggered (set bit 7 of the contents of the register MD, push the state onto the hardware stack, and jump to the illegal instruction vector).
EIM;6309;H=• N=↕ Z=↕ V=0 C=•;Logical EOR of Value into Memory;M' ← M ⊕ I!!The immediate value is exclusive ORed into memory location M.
EORA;6809;H=• N=↕ Z=↕ V=0 C=•;Exclusive OR Memory into A;R' ← R ⊕ M!!The contents of memory location M is exclusive ORed into an 8-blt register.
EORB;6809;H=• N=↕ Z=↕ V=0 C=•;Exclusive OR Memory into B;R' ← R ⊕ M!!The contents of memory location M is exclusive ORed into an 8-blt register.
EORD;6309;H=• N=↕ Z=↕ V=0 C=•;Exclusive OR Memory into D;R' ← R ⊕ M:M+1!!The contents of memory location M:M+1 is exclusive ORed into the 16-blt register.
EORR;6309;H=• N=↕ Z=↕ V=0 C=•;Exclusive OR Register into Register;R1' ← R0 ⊕ R1!!The contents of register R0 is exclusive ORed into the register R1.
EXG;6809;H=• N=• Z=• V=• C=•;Exchange Registers;R1 ↔ R2!!Exchanges data between two designated registers. Only like size registers may be exchanged. (8-bit with 8-bit or 16-bit with 16-bit.)
INC;6809;H=• N=↕ Z=↕ V=↕ C=•;Increment Memory;M' ← M + 1!!Adds to the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only the BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are correctly available.
INCA;6809;H=• N=↕ Z=↕ V=↕ C=•;Increment A;R' ← R + 1!!Adds to the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only the BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are correctly available.
INCB;6809;H=• N=↕ Z=↕ V=↕ C=•;Increment B;R' ← R + 1!!Adds to the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only the BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are correctly available.
INCD;6309;H=• N=↕ Z=↕ V=↕ C=•;Increment D;R' ← R + 1!!Adds to the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only the BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are correctly available.
INCE;6309;H=• N=↕ Z=↕ V=↕ C=•;Increment E;R' ← R + 1!!Adds to the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only the BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are correctly available.
INCF;6309;H=• N=↕ Z=↕ V=↕ C=•;Increment F;R' ← R + 1!!Adds to the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only the BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are correctly available.
INCW;6309;H=• N=↕ Z=↕ V=↕ C=•;Increment W;R' ← R + 1!!Adds to the operand. The carry bit is not affected, thus allowing this instruction to be used as a loop counter in multiple-precision computations. When operating on unsigned values, only the BEQ and BNE branches can be expected to behave consistently. When operating on twos complement values, all signed branches are correctly available.
JMP;6809;H=• N=• Z=• V=• C=•;Jump;PC' ← EA!!Program control is transferred to the effective address.
